region,year,artist,streams
Italy,2020,Ghali,161604567.0
Italy,2020,Sfera Ebbasta,144029398.0
Italy,2020,Marracash,120865929.0
Italy,2020,Ernia,102453460.0
Italy,2021,BLANCO,276454011.0
Italy,2021,sangiovanni,222021895.0
Italy,2021,Måneskin,212289875.0
Italy,2021,Madame,156643634.0
Italy,2021,Capo Plaza,137196026.0
Japan,2017,Ed Sheeran,15955703.0
Japan,2017,TWICE,11332754.0
Japan,2017,Shota Shimizu,11231606.0
Japan,2017,ONE OK ROCK,10980269.0
Japan,2017,AAA,8118976.0
Japan,2018,TWICE,29495771.0
Japan,2018,ONE OK ROCK,23786582.0
Japan,2018,Shota Shimizu,20703101.0
Japan,2018,Aimyon,20530495.0
Japan,2018,BTS,17415693.0
Japan,2019,Aimyon,131986351.0
Japan,2019,Official HIGE DANdism,124150136.0
Japan,2019,King Gnu,57352764.0
Japan,2019,back number,46643445.0
Japan,2019,ONE OK ROCK,45101653.0
Japan,2020,Official HIGE DANdism,406558359.0
Japan,2020,King Gnu,195959014.0
Japan,2020,Aimyon,182673144.0
Japan,2020,Mrs. GREEN APPLE,138437951.0
Japan,2020,YOASOBI,129040680.0
Japan,2021,YOASOBI,474863279.0
Japan,2021,BTS,339861624.0
Japan,2021,Official HIGE DANdism,255310539.0
Japan,2021,優里,166122970.0
Japan,2021,Vaundy,153488135.0
Latvia,2017,Ed Sheeran,1708884.0
Latvia,2017,Imagine Dragons,1108663.0
Latvia,2017,Kendrick Lamar,1048658.0
Latvia,2017,Clean Bandit,526065.0
Latvia,2017,"Calvin Harris, Funk Wav",522190.0
Latvia,2018,XXXTENTACION,2401216.0
Latvia,2018,Post Malone,2211935.0
Latvia,2018,Drake,1749141.0
Latvia,2018,Prāta Vētra,1256737.0
Latvia,2018,Eminem,952602.0
Latvia,2019,Billie Eilish,3982981.0
Latvia,2019,Post Malone,2613990.0
Latvia,2019,Ed Sheeran,1725295.0
Latvia,2019,Ariana Grande,1583912.0
Latvia,2019,Lil Nas X,1211144.0
Latvia,2020,Juice WRLD,2151904.0
Latvia,2020,Billie Eilish,2056164.0
Latvia,2020,The Weeknd,1972943.0
Latvia,2020,Travis Scott,1767460.0
Latvia,2020,Harry Styles,1760311.0
Latvia,2021,Måneskin,3558713.0
Latvia,2021,Olivia Rodrigo,2367284.0
Latvia,2021,Doja Cat,2322261.0
Latvia,2021,Lil Nas X,2019565.0
Latvia,2021,The Weeknd,1832767.0
Lithuania,2017,Ed Sheeran,1579482.0
Lithuania,2017,Imagine Dragons,921201.0
Lithuania,2017,Kendrick Lamar,657242.0
Lithuania,2017,"Calvin Harris, Funk Wav",631633.0
Lithuania,2017,Clean Bandit,553820.0
Lithuania,2018,Drake,1345627.0
Lithuania,2018,XXXTENTACION,1248859.0
Lithuania,2018,Post Malone,1210326.0
Lithuania,2018,Ariana Grande,1114212.0
Lithuania,2018,Eminem,603130.0
Lithuania,2019,Billie Eilish,4398051.0
Lithuania,2019,Post Malone,2150695.0
Lithuania,2019,Ariana Grande,1947486.0
Lithuania,2019,Ed Sheeran,1686719.0
Lithuania,2019,Tones And I,1195345.0
Lithuania,2020,The Weeknd,3061199.0
Lithuania,2020,Billie Eilish,2657173.0
Lithuania,2020,OG Version,2525247.0
Lithuania,2020,Dua Lipa,2374345.0
Lithuania,2020,Harry Styles,2323688.0
Lithuania,2021,Måneskin,9776153.0
Lithuania,2021,Doja Cat,3249425.0
Lithuania,2021,The Weeknd,3190152.0
Lithuania,2021,Olivia Rodrigo,2762221.0
Lithuania,2021,Lil Nas X,2682327.0
Luxembourg,2017,Ed Sheeran,809786.0
Luxembourg,2017,Luis Fonsi,257174.0
Luxembourg,2017,"Luis Fonsi, Daddy Yankee, Justin Bieber",247378.0
Luxembourg,2017,"The Chainsmokers, Coldplay",224007.0
Luxembourg,2017,Clean Bandit,215138.0
Luxembourg,2018,Drake,34080.0
Luxembourg,2018,Michael Bublé,29588.0
Luxembourg,2018,Mariah Carey,19904.0
Luxembourg,2018,Dean Martin,14744.0
Luxembourg,2018,Frank Sinatra,14625.0
Luxembourg,2019,Tones And I,95260.0
Luxembourg,2019,Post Malone,74826.0
Luxembourg,2019,Ed Sheeran,62632.0
Luxembourg,2019,Maroon 5,47247.0
Luxembourg,2019,"Shawn Mendes, Camila Cabello",46837.0
Luxembourg,2020,Pop Smoke,240274.0
Luxembourg,2020,Michael Bublé,102663.0
Luxembourg,2020,Ariana Grande,86216.0
Luxembourg,2020,Mariah Carey,80729.0
Luxembourg,2020,The Weeknd,68647.0
Luxembourg,2021,Lil Nas X,122326.0
Luxembourg,2021,Drake,121543.0
Luxembourg,2021,The Weeknd,103300.0
Luxembourg,2021,Olivia Rodrigo,100199.0
Luxembourg,2021,Måneskin,86967.0
Malaysia,2017,Ed Sheeran,36741758.0
Malaysia,2017,Charlie Puth,13333821.0
Malaysia,2017,Bruno Mars,12622744.0
Malaysia,2017,Clean Bandit,11602743.0
Malaysia,2017,The Chainsmokers,9735190.0
Malaysia,2018,Ed Sheeran,19230063.0
Malaysia,2018,BTS,15862090.0
Malaysia,2018,Ariana Grande,14885220.0
Malaysia,2018,Lauv,14054602.0
Malaysia,2018,Camila Cabello,12313876.0
Malaysia,2019,Ed Sheeran,32962052.0
Malaysia,2019,Ariana Grande,30537825.0
Malaysia,2019,Billie Eilish,27074256.0
Malaysia,2019,BLACKPINK,24792135.0
Malaysia,2019,Post Malone,24652761.0
Malaysia,2020,BTS,42699686.0
Malaysia,2020,BLACKPINK,37655062.0
Malaysia,2020,Ariana Grande,23977878.0
Malaysia,2020,Justin Bieber,22899939.0
Malaysia,2020,Billie Eilish,21056576.0
Malaysia,2021,Olivia Rodrigo,47079777.0
Malaysia,2021,BTS,42363742.0
Malaysia,2021,Justin Bieber,28713110.0
Malaysia,2021,Doja Cat,21115753.0
Malaysia,2021,Ariana Grande,21111831.0
Mexico,2017,Maluma,192912141.0
Mexico,2017,Ed Sheeran,174074228.0
Mexico,2017,Ozuna,169811278.0
Mexico,2017,Danny Ocean,129703973.0
Mexico,2017,Nicky Jam,117741573.0
Mexico,2018,Luis Miguel,265887006.0
Mexico,2018,Maluma,190255106.0
Mexico,2018,Ozuna,178509283.0
Mexico,2018,Banda MS de Sergio Lizárraga,155933475.0
Mexico,2018,Danny Ocean,148543136.0
Mexico,2019,Maluma,240900872.0
Mexico,2019,Paulo Londra,237346144.0
Mexico,2019,"J Balvin, Bad Bunny",169875618.0
Mexico,2019,Christian Nodal,169340942.0
Mexico,2019,Bad Bunny,168340848.0
Mexico,2020,Bad Bunny,735345649.0
Mexico,2020,Christian Nodal,475370645.0
Mexico,2020,J Balvin,456926086.0
Mexico,2020,Maluma,314828614.0
Mexico,2020,Camilo,191845329.0
Mexico,2021,Bad Bunny,530783991.0
Mexico,2021,Rauw Alejandro,316528089.0
Mexico,2021,Christian Nodal,284719981.0
Mexico,2021,The Weeknd,204510294.0
Mexico,2021,Maluma,201168876.0
Morocco,2019,Hatim Ammor,672154.0
Morocco,2019,ElGrandeToto,648309.0
Morocco,2019,Saad Lamjarred,543537.0
Morocco,2019,Naar,532799.0
Morocco,2019,Soolking,523455.0
Morocco,2020,ElGrandeToto,5114648.0
Morocco,2020,Inkonnu,3558413.0
Morocco,2020,Snor,3267714.0
Morocco,2020,Stormy,3133945.0
Morocco,2020,7ari,2593545.0
Morocco,2021,ElGrandeToto,37933124.0
Morocco,2021,Inkonnu,14871451.0
Morocco,2021,Draganov,7516855.0
Morocco,2021,Snor,6065055.0
Morocco,2021,Tagne,5338085.0
Netherlands,2017,Ed Sheeran,170174108.0
Netherlands,2017,Lil Kleine,83758920.0
Netherlands,2017,Boef,63169751.0
Netherlands,2017,Clean Bandit,48435983.0
Netherlands,2017,Broederliefde,44940770.0
Netherlands,2018,Drake,84366480.0
Netherlands,2018,Josylvio,73609320.0
Netherlands,2018,Post Malone,58635476.0
Netherlands,2018,Boef,58546728.0
Netherlands,2018,XXXTENTACION,56970171.0
Netherlands,2019,Snelle,101376209.0
Netherlands,2019,Ed Sheeran,93741864.0
Netherlands,2019,Billie Eilish,88601019.0
Netherlands,2019,Post Malone,82032153.0
Netherlands,2019,Ariana Grande,62152672.0
Netherlands,2020,The Weeknd,86266980.0
Netherlands,2020,Snelle,79959605.0
Netherlands,2020,Dua Lipa,71283314.0
Netherlands,2020,Pop Smoke,67859738.0
Netherlands,2020,Justin Bieber,67324781.0
Netherlands,2021,Olivia Rodrigo,97714397.0
Netherlands,2021,Justin Bieber,84118120.0
Netherlands,2021,Ed Sheeran,63212407.0
Netherlands,2021,Suzan & Freek,62922675.0
Netherlands,2021,The Kid LAROI,58385356.0
New Zealand,2017,Ed Sheeran,58211713.0
New Zealand,2017,Kendrick Lamar,20586343.0
New Zealand,2017,Khalid,13192740.0
New Zealand,2017,Lorde,12772052.0
New Zealand,2017,Bruno Mars,12539391.0
New Zealand,2018,Post Malone,42809856.0
New Zealand,2018,XXXTENTACION,33743991.0
New Zealand,2018,Drake,30062626.0
New Zealand,2018,SIX60,26935018.0
New Zealand,2018,Ed Sheeran,26438967.0
New Zealand,2019,Billie Eilish,44637883.0
New Zealand,2019,Post Malone,36177345.0
New Zealand,2019,SIX60,34755981.0
New Zealand,2019,Ed Sheeran,34405142.0
New Zealand,2019,Khalid,28138990.0
New Zealand,2020,SIX60,48969149.0
New Zealand,2020,L.A.B.,26552382.0
New Zealand,2020,Pop Smoke,21356667.0
New Zealand,2020,Harry Styles,21223960.0
New Zealand,2020,Lewis Capaldi,20548243.0
New Zealand,2021,SIX60,44570868.0
New Zealand,2021,Olivia Rodrigo,34260227.0
New Zealand,2021,L.A.B.,28339935.0
New Zealand,2021,Doja Cat,22661249.0
New Zealand,2021,Ed Sheeran,20777662.0
Nicaragua,2017,Luis Fonsi,614228.0
Nicaragua,2017,Ed Sheeran,605177.0
Nicaragua,2017,Danny Ocean,509744.0
Nicaragua,2017,Zion & Lennox,353076.0
Nicaragua,2017,Maluma,321547.0
Nicaragua,2018,Bad Bunny,58539.0
Nicaragua,2018,Ozuna,10565.0
Nicaragua,2018,Daddy Yankee,9591.0
Nicaragua,2018,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",6681.0
Nicaragua,2018,Danny Ocean,6247.0
Nicaragua,2019,"J Balvin, Bad Bunny",1438566.0
Nicaragua,2019,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",966794.0
Nicaragua,2019,Bad Bunny,925121.0
Nicaragua,2019,"Bad Bunny, Tainy",903811.0
Nicaragua,2019,"Jhay Cortez, J Balvin, Bad Bunny",726184.0
Nicaragua,2020,Bad Bunny,9799582.0
Nicaragua,2020,J Balvin,3449994.0
Nicaragua,2020,Christian Nodal,2219539.0
Nicaragua,2020,Maluma,2018075.0
Nicaragua,2020,Myke Towers,1902880.0
Nicaragua,2021,Bad Bunny,11143118.0
Nicaragua,2021,Rauw Alejandro,2643971.0
Nicaragua,2021,"Bad Bunny, Jhay Cortez",2303051.0
Nicaragua,2021,Christian Nodal,2061937.0
Nicaragua,2021,Olivia Rodrigo,1902470.0
Norway,2017,Ed Sheeran,90062963.0
Norway,2017,Astrid S,44317048.0
Norway,2017,Kygo,35204227.0
Norway,2017,Alan Walker,31440612.0
Norway,2017,Clean Bandit,30107452.0
Norway,2018,Post Malone,57918034.0
Norway,2018,XXXTENTACION,50981211.0
Norway,2018,Drake,39411477.0
Norway,2018,Ed Sheeran,29936513.0
Norway,2018,Eminem,26723257.0
Norway,2019,Billie Eilish,68588858.0
Norway,2019,Post Malone,58954180.0
Norway,2019,Ed Sheeran,45875289.0
Norway,2019,Ariana Grande,31674458.0
Norway,2019,Tones And I,28625954.0
Norway,2020,TIX,57344320.0
Norway,2020,The Weeknd,47700302.0
Norway,2020,Lewis Capaldi,41809742.0
Norway,2020,Ava Max,39626737.0
Norway,2020,Billie Eilish,39209451.0
Norway,2021,Olivia Rodrigo,54206737.0
Norway,2021,TIX,44355507.0
Norway,2021,Justin Bieber,35974943.0
Norway,2021,The Kid LAROI,35900537.0
Norway,2021,The Weeknd,30762497.0
Panama,2017,Ozuna,6129704.0
Panama,2017,Ed Sheeran,3837899.0
Panama,2017,Nicky Jam,3184090.0
Panama,2017,Maluma,2541424.0
Panama,2017,Shakira,2397271.0
Panama,2018,Ozuna,7259671.0
Panama,2018,Bad Bunny,5424708.0
Panama,2018,Sech,4097038.0
Panama,2018,Anuel AA,2937409.0
Panama,2018,Manuel Turizo,2808031.0
Panama,2019,Bad Bunny,9839934.0
Panama,2019,Sech,8932624.0
Panama,2019,"J Balvin, Bad Bunny",5379802.0
Panama,2019,Paulo Londra,4945052.0
Panama,2019,Ozuna,4601893.0
Panama,2020,Bad Bunny,18827054.0
Panama,2020,Boza,9968955.0
Panama,2020,J Balvin,8005828.0
Panama,2020,Myke Towers,6731196.0
Panama,2020,Camilo,5947811.0
Panama,2021,Bad Bunny,15638747.0
Panama,2021,Boza,14952296.0
Panama,2021,Sech,9486172.0
Panama,2021,Rauw Alejandro,8181154.0
Panama,2021,Olivia Rodrigo,4685466.0
Paraguay,2017,Ozuna,7173748.0
Paraguay,2017,Ed Sheeran,4921077.0
Paraguay,2017,Nicky Jam,4348653.0
Paraguay,2017,Piso 21,4284069.0
Paraguay,2017,Maluma,4020142.0
Paraguay,2018,Ozuna,8061948.0
Paraguay,2018,Bad Bunny,7951103.0
Paraguay,2018,Piso 21,6995419.0
Paraguay,2018,Anuel AA,6452638.0
Paraguay,2018,Paulo Londra,5405287.0
Paraguay,2019,Paulo Londra,17814303.0
Paraguay,2019,Bad Bunny,10642381.0
Paraguay,2019,"J Balvin, Bad Bunny",7954582.0
Paraguay,2019,"Bad Bunny, Tainy",6290257.0
Paraguay,2019,"Sech, Darell",5974025.0
Paraguay,2020,Bad Bunny,35490094.0
Paraguay,2020,J Balvin,17688104.0
Paraguay,2020,Maluma,13814118.0
Paraguay,2020,Myke Towers,11776718.0
Paraguay,2020,Rauw Alejandro,11380207.0
Paraguay,2021,Bad Bunny,32877888.0
Paraguay,2021,Rauw Alejandro,17993146.0
Paraguay,2021,Sech,13573762.0
Paraguay,2021,"Myke Towers, Juhn",11759971.0
Paraguay,2021,Maluma,11465664.0
Peru,2017,Ozuna,31715034.0
Peru,2017,Ed Sheeran,31448656.0
Peru,2017,Maluma,29908022.0
Peru,2017,Nicky Jam,28023131.0
Peru,2017,Danny Ocean,22733008.0
Peru,2018,Maluma,37576488.0
Peru,2018,Ozuna,33544795.0
Peru,2018,Piso 21,32835371.0
Peru,2018,Bad Bunny,30620760.0
Peru,2018,Danny Ocean,25514787.0
Peru,2019,Paulo Londra,58929939.0
Peru,2019,Maluma,44381363.0
Peru,2019,"J Balvin, Bad Bunny",34430321.0
Peru,2019,Bad Bunny,32501268.0
Peru,2019,Daniela Darcourt,30533501.0
Peru,2020,Bad Bunny,77745474.0
Peru,2020,Camilo,61091756.0
Peru,2020,Maluma,52955527.0
Peru,2020,J Balvin,51584692.0
Peru,2020,Rauw Alejandro,32800199.0
Peru,2021,Bad Bunny,64195943.0
Peru,2021,Rauw Alejandro,57278212.0
Peru,2021,Maluma,39310884.0
Peru,2021,BTS,37536847.0
Peru,2021,KAROL G,34031199.0
Philippines,2017,Ed Sheeran,196795860.0
Philippines,2017,Bruno Mars,112082581.0
Philippines,2017,Moira Dela Torre,61380273.0
Philippines,2017,LANY,56323962.0
Philippines,2017,James Arthur,52239272.0
Philippines,2018,LANY,156981779.0
Philippines,2018,Moira Dela Torre,136486839.0
Philippines,2018,Ed Sheeran,93464240.0
Philippines,2018,Ben&Ben,92200257.0
Philippines,2018,Maroon 5,69385275.0
Philippines,2019,December Avenue,184812807.0
Philippines,2019,Ben&Ben,170970756.0
Philippines,2019,This Band,136359046.0
Philippines,2019,LANY,121158479.0
Philippines,2019,Ed Sheeran,118120404.0
Philippines,2020,Ben&Ben,297135053.0
Philippines,2020,BLACKPINK,139684391.0
Philippines,2020,BTS,119832524.0
Philippines,2020,Taylor Swift,101044881.0
Philippines,2020,Justin Bieber,96309666.0
Philippines,2021,Olivia Rodrigo,230449873.0
Philippines,2021,Ben&Ben,183217169.0
Philippines,2021,BTS,171953213.0
Philippines,2021,Taylor Swift,132770946.0
Philippines,2021,Justin Bieber,121371738.0
Poland,2017,Ed Sheeran,47513772.0
Poland,2017,Taco Hemingway,29061733.0
Poland,2017,Imagine Dragons,23847355.0
Poland,2017,Quebonafide,12866428.0
Poland,2017,Clean Bandit,11885796.0
Poland,2018,"TACONAFIDE, Quebonafide, Taco Hemingway",66855767.0
Poland,2018,Dawid Podsiadło,49293590.0
Poland,2018,Taco Hemingway,44719284.0
Poland,2018,Imagine Dragons,21660681.0
Poland,2018,Young Igi,17865180.0
Poland,2019,Billie Eilish,55824280.0
Poland,2019,Dawid Podsiadło,53779026.0
Poland,2019,chillwagon,48907897.0
Poland,2019,"Bedoes, Lanek",42964874.0
Poland,2019,Taco Hemingway,36270012.0
Poland,2020,Mata,87218420.0
Poland,2020,"Bedoes, Lanek",64516414.0
Poland,2020,White 2115,52682387.0
Poland,2020,sanah,47491842.0
Poland,2020,chillwagon,44015494.0
Poland,2021,sanah,163308525.0
Poland,2021,Mata,131187417.0
Poland,2021,"Bedoes, Lanek",61541378.0
Poland,2021,White 2115,54299139.0
Poland,2021,Måneskin,48196367.0
Portugal,2017,Ed Sheeran,21315211.0
Portugal,2017,Piruka,9451287.0
Portugal,2017,Kendrick Lamar,8743734.0
Portugal,2017,Imagine Dragons,7315791.0
Portugal,2017,Major Lazer,6647955.0
Portugal,2018,XXXTENTACION,18950370.0
Portugal,2018,Drake,15524815.0
Portugal,2018,Post Malone,14543592.0
Portugal,2018,Wet Bed Gang,14107552.0
Portugal,2018,Piruka,8690090.0
Portugal,2019,Wet Bed Gang,27613584.0
Portugal,2019,ProfJam,21279399.0
Portugal,2019,Plutónio,19746505.0
Portugal,2019,Billie Eilish,18745648.0
Portugal,2019,Post Malone,16917976.0
Portugal,2020,Julinho Ksd,16561568.0
Portugal,2020,Wet Bed Gang,16417680.0
Portugal,2020,Pop Smoke,16110818.0
Portugal,2020,The Weeknd,15396666.0
Portugal,2020,Travis Scott,14989964.0
Portugal,2021,Olivia Rodrigo,25474957.0
Portugal,2021,Lil Nas X,17440052.0
Portugal,2021,The Weeknd,14722011.0
Portugal,2021,Billie Eilish,13005368.0
Portugal,2021,Doja Cat,12515373.0
Romania,2018,XXXTENTACION,5080420.0
Romania,2018,Drake,2839857.0
Romania,2018,Post Malone,2796967.0
Romania,2018,Eminem,2651365.0
Romania,2018,Travis Scott,1871586.0
Romania,2019,Billie Eilish,9697887.0
Romania,2019,Post Malone,7138834.0
Romania,2019,Ariana Grande,5981874.0
Romania,2019,Ed Sheeran,4086840.0
Romania,2019,Nane,3936414.0
Romania,2020,Nane,11312158.0
Romania,2020,Travis Scott,8087084.0
Romania,2020,The Weeknd,6081715.0
Romania,2020,Billie Eilish,5586052.0
Romania,2020,Pop Smoke,5513537.0
Romania,2021,Måneskin,9986607.0
Romania,2021,Tzanca Uraganu,9695935.0
Romania,2021,Lil Nas X,6898398.0
Romania,2021,Doja Cat,6578464.0
Romania,2021,Olivia Rodrigo,6375376.0
Russia,2020,kizaru,26848928.0
Russia,2020,Miyagi & Andy Panda,17613351.0
Russia,2020,Max Korzh,15440124.0
Russia,2020,Scriptonite,15003554.0
Russia,2020,SLAVA MARLOW,13987991.0
Russia,2021,MORGENSHTERN,61737813.0
Russia,2021,"Big Baby Tape, kizaru",60187193.0
Russia,2021,Miyagi & Andy Panda,40452822.0
Russia,2021,Scriptonite,36281808.0
Russia,2021,Måneskin,35199340.0
Saudi Arabia,2019,Aseel Hameem,4785214.0
Saudi Arabia,2019,Post Malone,3288928.0
Saudi Arabia,2019,XXXTENTACION,3243051.0
Saudi Arabia,2019,Billie Eilish,3043644.0
Saudi Arabia,2019,Imagine Dragons,2076604.0
Saudi Arabia,2020,XXXTENTACION,8015325.0
Saudi Arabia,2020,Travis Scott,7574119.0
Saudi Arabia,2020,Aseel Hameem,6619910.0
Saudi Arabia,2020,Billie Eilish,6226472.0
Saudi Arabia,2020,BTS,5799726.0
Saudi Arabia,2021,Abdullah Al Farwan,13402298.0
Saudi Arabia,2021,Lil Nas X,6713684.0
Saudi Arabia,2021,Doja Cat,6152310.0
Saudi Arabia,2021,غريب ال مخلص,5964007.0
Saudi Arabia,2021,XXXTENTACION,5313229.0
Singapore,2017,Ed Sheeran,53713650.0
Singapore,2017,Charlie Puth,17129835.0
Singapore,2017,Bruno Mars,13565290.0
Singapore,2017,The Chainsmokers,13090138.0
Singapore,2017,Clean Bandit,13083280.0
Singapore,2018,Ed Sheeran,24992091.0
Singapore,2018,JJ Lin,22609266.0
Singapore,2018,BTS,17280855.0
Singapore,2018,Ariana Grande,16690075.0
Singapore,2018,Jay Chou,16613938.0
Singapore,2019,Ed Sheeran,38887003.0
Singapore,2019,Ariana Grande,30760551.0
Singapore,2019,Eric Chou,28471942.0
Singapore,2019,JJ Lin,25609783.0
Singapore,2019,BLACKPINK,23964764.0
Singapore,2020,BLACKPINK,27745206.0
Singapore,2020,BTS,25994351.0
Singapore,2020,Eric Chou,23205129.0
Singapore,2020,Lauv,19757074.0
Singapore,2020,Ed Sheeran,18549386.0
Singapore,2021,Olivia Rodrigo,35081547.0
Singapore,2021,Justin Bieber,25071375.0
Singapore,2021,Ed Sheeran,24828772.0
Singapore,2021,BTS,23061391.0
Singapore,2021,Eric Chou,18653075.0
Slovakia,2017,Ed Sheeran,2761145.0
Slovakia,2017,Imagine Dragons,1718510.0
Slovakia,2017,Clean Bandit,825819.0
Slovakia,2017,"The Chainsmokers, Coldplay",694095.0
Slovakia,2017,"Calvin Harris, Funk Wav",660990.0
Slovakia,2018,Imagine Dragons,2678009.0
Slovakia,2018,Post Malone,2352958.0
Slovakia,2018,Ego,2155899.0
Slovakia,2018,XXXTENTACION,1937994.0
Slovakia,2018,Eminem,1871159.0
Slovakia,2019,Billie Eilish,6165052.0
Slovakia,2019,Post Malone,5920532.0
Slovakia,2019,DMS,5809367.0
Slovakia,2019,Ed Sheeran,4224832.0
Slovakia,2019,Gleb,3547026.0
Slovakia,2020,Separ,5247689.0
Slovakia,2020,The Weeknd,4490666.0
Slovakia,2020,Nerieš,4425634.0
Slovakia,2020,Billie Eilish,3992346.0
Slovakia,2020,Kontrafakt,3666092.0
Slovakia,2021,Lil Nas X,4978615.0
Slovakia,2021,Olivia Rodrigo,4749277.0
Slovakia,2021,Måneskin,4654402.0
Slovakia,2021,Nerieš,4093055.0
Slovakia,2021,The Weeknd,3970722.0
South Africa,2018,Drake,2317784.0
South Africa,2018,Post Malone,1421532.0
South Africa,2018,XXXTENTACION,1377841.0
South Africa,2018,Ariana Grande,1167431.0
South Africa,2018,Eminem,1053778.0
South Africa,2019,Post Malone,7447735.0
South Africa,2019,Ed Sheeran,6135732.0
South Africa,2019,Billie Eilish,5896103.0
South Africa,2019,Khalid,4448454.0
South Africa,2019,Ariana Grande,3959805.0
South Africa,2020,Juice WRLD,9051290.0
South Africa,2020,Pop Smoke,8291706.0
South Africa,2020,Billie Eilish,6318909.0
South Africa,2020,Drake,6134890.0
South Africa,2020,The Weeknd,5416903.0
South Africa,2021,Drake,16071308.0
South Africa,2021,Olivia Rodrigo,9115095.0
South Africa,2021,Doja Cat,8850206.0
South Africa,2021,Ed Sheeran,7966041.0
South Africa,2021,Justin Bieber,7233870.0
South Korea,2021,BTS,21399637.0
South Korea,2021,IU,9515066.0
South Korea,2021,Justin Bieber,7742593.0
South Korea,2021,aespa,4261777.0
South Korea,2021,Ed Sheeran,3193024.0
Spain,2017,Ed Sheeran,138959101.0
Spain,2017,Shakira,84592289.0
Spain,2017,Ozuna,82650878.0
Spain,2017,Luis Fonsi,76135182.0
Spain,2017,Maluma,76129328.0
Spain,2018,Ozuna,101872113.0
Spain,2018,Bad Bunny,93744906.0
Spain,2018,ROSALÍA,88351377.0
Spain,2018,Maluma,70682513.0
Spain,2018,Aitana,69928604.0
Spain,2019,Don Patricio,122844464.0
Spain,2019,Beret,115572250.0
Spain,2019,Paulo Londra,114781664.0
Spain,2019,Bad Bunny,110222968.0
Spain,2019,Ozuna,97011137.0
Spain,2020,Bad Bunny,206323182.0
Spain,2020,J Balvin,206114265.0
Spain,2020,Anuel AA,130242195.0
Spain,2020,Rauw Alejandro,106733921.0
Spain,2020,Myke Towers,94256570.0
Spain,2021,Rauw Alejandro,261305272.0
Spain,2021,Camilo,129697896.0
Spain,2021,Bad Bunny,120761887.0
Spain,2021,Myke Towers,113487617.0
Spain,2021,Sech,97466083.0
Sweden,2017,Ed Sheeran,213629590.0
Sweden,2017,Zara Larsson,66130965.0
Sweden,2017,Hov1,57170501.0
Sweden,2017,Avicii,53580245.0
Sweden,2017,Clean Bandit,52993216.0
Sweden,2018,Avicii,108281038.0
Sweden,2018,Hov1,98813149.0
Sweden,2018,Post Malone,92914988.0
Sweden,2018,Drake,70200172.0
Sweden,2018,XXXTENTACION,68240272.0
Sweden,2019,Molly Sandén,98685186.0
Sweden,2019,Einár,94124441.0
Sweden,2019,Billie Eilish,92495860.0
Sweden,2019,Avicii,80367367.0
Sweden,2019,Hov1,75006311.0
Sweden,2020,Victor Leksell,133721111.0
Sweden,2020,Yasin,84835544.0
Sweden,2020,The Weeknd,80114688.0
Sweden,2020,Miss Li,77183105.0
Sweden,2020,Pop Smoke,47733593.0
Sweden,2021,Hov1,87778353.0
Sweden,2021,Newkid,61021673.0
Sweden,2021,Victor Leksell,54628757.0
Sweden,2021,Olivia Rodrigo,50406035.0
Sweden,2021,Ed Sheeran,50203355.0
Switzerland,2017,Ed Sheeran,28471397.0
Switzerland,2017,Imagine Dragons,9288871.0
Switzerland,2017,Clean Bandit,7383034.0
Switzerland,2017,Luis Fonsi,6048366.0
Switzerland,2017,Kendrick Lamar,5113788.0
Switzerland,2018,XXXTENTACION,17270886.0
Switzerland,2018,Drake,16143144.0
Switzerland,2018,Capital Bra,14684785.0
Switzerland,2018,Post Malone,12630066.0
Switzerland,2018,Imagine Dragons,10532446.0
Switzerland,2019,Billie Eilish,20051919.0
Switzerland,2019,Capital Bra,17908916.0
Switzerland,2019,Ed Sheeran,17587030.0
Switzerland,2019,Post Malone,15431280.0
Switzerland,2019,Ariana Grande,12115686.0
Switzerland,2020,Pop Smoke,21132871.0
Switzerland,2020,Apache 207,19268736.0
Switzerland,2020,The Weeknd,16589426.0
Switzerland,2020,Billie Eilish,15201703.0
Switzerland,2020,Lewis Capaldi,14345807.0
Switzerland,2021,Ed Sheeran,19045884.0
Switzerland,2021,Olivia Rodrigo,16096589.0
Switzerland,2021,Lil Nas X,15794101.0
Switzerland,2021,The Weeknd,15612440.0
Switzerland,2021,Måneskin,13287611.0
Taiwan,2017,Ed Sheeran,20685110.0
Taiwan,2017,JJ Lin,7398953.0
Taiwan,2017,"The Chainsmokers, Coldplay",7300997.0
Taiwan,2017,The Chainsmokers,7232472.0
Taiwan,2017,Charlie Puth,7183254.0
Taiwan,2018,A-Mei Chang,11115478.0
Taiwan,2018,LaLa Hsu,9759358.0
Taiwan,2018,JJ Lin,8227332.0
Taiwan,2018,Ed Sheeran,7696665.0
Taiwan,2018,G.E.M.,7247619.0
Taiwan,2019,高爾宣 OSN,22004410.0
Taiwan,2019,G.E.M.,21276289.0
Taiwan,2019,Jolin Tsai,21117402.0
Taiwan,2019,Ed Sheeran,19891860.0
Taiwan,2019,Eric Chou,18673956.0
Taiwan,2020,G.E.M.,43264710.0
Taiwan,2020,E.SO,39977965.0
Taiwan,2020,高爾宣 OSN,34098971.0
Taiwan,2020,Eric Chou,27739312.0
Taiwan,2020,BTS,17735015.0
