region,year,artist,streams
Taiwan,2021,告五人,30926697.0
Taiwan,2021,Eric Chou,27146390.0
Taiwan,2021,G.E.M.,23125035.0
Taiwan,2021,EggPlantEgg,22814129.0
Taiwan,2021,Justin Bieber,21553739.0
Thailand,2017,Ed Sheeran,2520137.0
Thailand,2017,BTS,2353904.0
Thailand,2017,Taylor Swift,1489858.0
Thailand,2017,Room 39,1429304.0
Thailand,2017,Sam Smith,1303456.0
Thailand,2018,BLACKPINK,10959973.0
Thailand,2018,The Toys,10435943.0
Thailand,2018,Atom Chanakan,9248709.0
Thailand,2018,Room 39,6848253.0
Thailand,2018,Lipta,6310476.0
Thailand,2019,Polycat,26768263.0
Thailand,2019,BLACKPINK,22904113.0
Thailand,2019,WANYAi,19910331.0
Thailand,2019,Lipta,18831810.0
Thailand,2019,MEAN,15587098.0
Thailand,2020,Three Man Down,50245822.0
Thailand,2020,BOWKYLION,36477009.0
Thailand,2020,BLACKPINK,33426260.0
Thailand,2020,SCRUBB,28649067.0
Thailand,2020,WANYAi,27441902.0
Thailand,2021,Three Man Down,49409423.0
Thailand,2021,Ink Waruntorn,30508916.0
Thailand,2021,SERIOUS BACON,29174175.0
Thailand,2021,BTS,28665836.0
Thailand,2021,Billkin,26593923.0
Turkey,2017,Ezhel,25466252.0
Turkey,2017,Ed Sheeran,25227671.0
Turkey,2017,Manuş Baba,24671798.0
Turkey,2017,Sezen Aksu,18808382.0
Turkey,2017,Imagine Dragons,18315069.0
Turkey,2018,Ezhel,98936781.0
Turkey,2018,Yüzyüzeyken Konuşuruz,42258297.0
Turkey,2018,EDIS,30802833.0
Turkey,2018,Mabel Matiz,29199333.0
Turkey,2018,Gazapizm,23450061.0
Turkey,2019,Ben Fero,184184383.0
Turkey,2019,Ezhel,143263088.0
Turkey,2019,Yüzyüzeyken Konuşuruz,90495228.0
Turkey,2019,Norm Ender,62273462.0
Turkey,2019,Şehinşah,60283444.0
Turkey,2020,"Murda, Ezhel",133929539.0
Turkey,2020,Yüzyüzeyken Konuşuruz,105876107.0
Turkey,2020,Gazapizm,86647764.0
Turkey,2020,Ezhel,84975844.0
Turkey,2020,Reynmen,77840360.0
Turkey,2021,UZI,195793053.0
Turkey,2021,Ezhel,115591125.0
Turkey,2021,Madrigal,88406381.0
Turkey,2021,Yüzyüzeyken Konuşuruz,85105632.0
Turkey,2021,Sefo,80804057.0
Ukraine,2020,kizaru,5667135.0
Ukraine,2020,Max Korzh,3368646.0
Ukraine,2020,SLAVA MARLOW,2959836.0
Ukraine,2020,Miyagi & Andy Panda,2606200.0
Ukraine,2020,Scriptonite,2439675.0
Ukraine,2021,MORGENSHTERN,16604023.0
Ukraine,2021,"Big Baby Tape, kizaru",14580286.0
Ukraine,2021,Måneskin,9643660.0
Ukraine,2021,Miyagi & Andy Panda,7494451.0
Ukraine,2021,Scriptonite,6798891.0
United Arab Emirates,2019,Post Malone,2195945.0
United Arab Emirates,2019,Ed Sheeran,1929101.0
United Arab Emirates,2019,Billie Eilish,1264848.0
United Arab Emirates,2019,"Shawn Mendes, Camila Cabello",1175788.0
United Arab Emirates,2019,Lil Nas X,1046361.0
United Arab Emirates,2020,XXXTENTACION,3545363.0
United Arab Emirates,2020,Travis Scott,3439385.0
United Arab Emirates,2020,Juice WRLD,3334328.0
United Arab Emirates,2020,The Weeknd,2948453.0
United Arab Emirates,2020,Billie Eilish,2783242.0
United Arab Emirates,2021,Olivia Rodrigo,6987021.0
United Arab Emirates,2021,Doja Cat,5264927.0
United Arab Emirates,2021,Justin Bieber,5146017.0
United Arab Emirates,2021,Lil Nas X,5001603.0
United Arab Emirates,2021,The Weeknd,4708721.0
United Kingdom,2017,Ed Sheeran,695156175.0
United Kingdom,2017,Drake,173830775.0
United Kingdom,2017,Clean Bandit,111538225.0
United Kingdom,2017,Little Mix,97067002.0
United Kingdom,2017,DJ Khaled,97006646.0
United Kingdom,2018,Drake,367890119.0
United Kingdom,2018,Post Malone,289660608.0
United Kingdom,2018,XXXTENTACION,193096465.0
United Kingdom,2018,Ariana Grande,189254624.0
United Kingdom,2018,George Ezra,148541597.0
United Kingdom,2019,Ed Sheeran,334280102.0
United Kingdom,2019,Lewis Capaldi,330917697.0
United Kingdom,2019,Ariana Grande,280622420.0
United Kingdom,2019,Billie Eilish,277605556.0
United Kingdom,2019,Post Malone,267738394.0
United Kingdom,2020,Juice WRLD,206818519.0
United Kingdom,2020,Pop Smoke,190567919.0
United Kingdom,2020,Lewis Capaldi,187005776.0
United Kingdom,2020,Harry Styles,171679611.0
United Kingdom,2020,Billie Eilish,171193767.0
United Kingdom,2021,Olivia Rodrigo,353943147.0
United Kingdom,2021,Ed Sheeran,198062163.0
United Kingdom,2021,Doja Cat,167468551.0
United Kingdom,2021,Adele,149845008.0
United Kingdom,2021,Drake,148988406.0
United States,2017,Kendrick Lamar,1132834065.0
United States,2017,Drake,773421630.0
United States,2017,Lil Uzi Vert,756277795.0
United States,2017,Ed Sheeran,711107331.0
United States,2017,Migos,628419061.0
United States,2018,Post Malone,1931113925.0
United States,2018,XXXTENTACION,1790548850.0
United States,2018,Drake,1774128417.0
United States,2018,Travis Scott,917010135.0
United States,2018,Juice WRLD,758940625.0
United States,2019,Post Malone,1690389416.0
United States,2019,Billie Eilish,1478164763.0
United States,2019,Ariana Grande,1164608830.0
United States,2019,Juice WRLD,1064940610.0
United States,2019,Khalid,776043116.0
United States,2020,Juice WRLD,1738954501.0
United States,2020,DaBaby,793567472.0
United States,2020,Lil Uzi Vert,783716364.0
United States,2020,Post Malone,683655595.0
United States,2020,Pop Smoke,678966586.0
United States,2021,Olivia Rodrigo,1571241675.0
United States,2021,Drake,1092411536.0
United States,2021,Doja Cat,902551085.0
United States,2021,Juice WRLD,837464297.0
United States,2021,Morgan Wallen,657669126.0
Uruguay,2017,Ozuna,6905947.0
Uruguay,2017,Ed Sheeran,5655860.0
Uruguay,2017,Maluma,4758150.0
Uruguay,2017,Nicky Jam,4501132.0
Uruguay,2017,Rombai,4209184.0
Uruguay,2018,Ozuna,5809211.0
Uruguay,2018,Paulo Londra,4850034.0
Uruguay,2018,Maluma,4561396.0
Uruguay,2018,Bad Bunny,4490548.0
Uruguay,2018,Piso 21,3658850.0
Uruguay,2019,Paulo Londra,12031294.0
Uruguay,2019,Bad Bunny,5242488.0
Uruguay,2019,Maluma,5090992.0
Uruguay,2019,Duki,4184379.0
Uruguay,2019,Ed Sheeran,4093503.0
Uruguay,2020,J Balvin,9215833.0
Uruguay,2020,Camilo,8941807.0
Uruguay,2020,Bad Bunny,7264715.0
Uruguay,2020,Maluma,6629690.0
Uruguay,2020,Rauw Alejandro,5846291.0
Uruguay,2021,Rauw Alejandro,8867092.0
Uruguay,2021,Camilo,5238260.0
Uruguay,2021,Maria Becerra,5106545.0
Uruguay,2021,Boza,4839076.0
Uruguay,2021,Olivia Rodrigo,4563005.0
Vietnam,2018,Mỹ Tâm,5477539.0
Vietnam,2018,BTS,4833347.0
Vietnam,2018,Ed Sheeran,1617231.0
Vietnam,2018,Ariana Grande,1392611.0
Vietnam,2018,Bich Phuong,1268748.0
Vietnam,2019,BTS,11647705.0
Vietnam,2019,Ariana Grande,8900010.0
Vietnam,2019,Billie Eilish,8339526.0
Vietnam,2019,Taylor Swift,7953252.0
Vietnam,2019,Hoang Thuy Linh,7631292.0
Vietnam,2020,BTS,36269867.0
Vietnam,2020,BLACKPINK,17806809.0
Vietnam,2020,Chillies,17736512.0
Vietnam,2020,Hoang Thuy Linh,13718566.0
Vietnam,2020,RAP VIỆT,10854131.0
Vietnam,2021,BTS,38611507.0
Vietnam,2021,Sơn Tùng M-TP,29426505.0
Vietnam,2021,Chillies,16824402.0
Vietnam,2021,Vũ.,16185461.0
Vietnam,2021,Hoang Dung,9545145.0
