,region,year,artist,streams,latitude,longitude
1305,Slovakia,2021,Lil Nas X,4978615,48.669,19.699
1306,Slovakia,2021,Olivia Rodrigo,4749277,48.669,19.699
1307,Slovakia,2021,Måneskin,4654402,48.669,19.699
1308,Slovakia,2021,Nerieš,4093055,48.669,19.699
1309,Slovakia,2021,The Weeknd,3970722,48.669,19.699
1310,South Africa,2018,Drake,2317784,-30.5595,22.9375
1311,South Africa,2018,Post Malone,1421532,-30.5595,22.9375
1312,South Africa,2018,XXXTENTACION,1377841,-30.5595,22.9375
1313,South Africa,2018,Ariana Grande,1167431,-30.5595,22.9375
1314,South Africa,2018,Eminem,1053778,-30.5595,22.9375
1315,South Africa,2019,Post Malone,7447735,-30.5595,22.9375
1316,South Africa,2019,Ed Sheeran,6135732,-30.5595,22.9375
1317,South Africa,2019,Billie Eilish,5896103,-30.5595,22.9375
1318,South Africa,2019,Khalid,4448454,-30.5595,22.9375
1319,South Africa,2019,Ariana Grande,3959805,-30.5595,22.9375
1320,South Africa,2020,Juice WRLD,9051290,-30.5595,22.9375
1321,South Africa,2020,Pop Smoke,8291706,-30.5595,22.9375
1322,South Africa,2020,Billie Eilish,6318909,-30.5595,22.9375
1323,South Africa,2020,Drake,6134890,-30.5595,22.9375
1324,South Africa,2020,The Weeknd,5416903,-30.5595,22.9375
1325,South Africa,2021,Drake,16071308,-30.5595,22.9375
1326,South Africa,2021,Olivia Rodrigo,9115095,-30.5595,22.9375
1327,South Africa,2021,Doja Cat,8850206,-30.5595,22.9375
1328,South Africa,2021,Ed Sheeran,7966041,-30.5595,22.9375
1329,South Africa,2021,Justin Bieber,7233870,-30.5595,22.9375
1330,South Korea,2021,BTS,21399637,35.9078,127.7669
1331,South Korea,2021,IU,9515066,35.9078,127.7669
1332,South Korea,2021,Justin Bieber,7742593,35.9078,127.7669
1333,South Korea,2021,aespa,4261777,35.9078,127.7669
1334,South Korea,2021,Ed Sheeran,3193024,35.9078,127.7669
1335,Spain,2017,Ed Sheeran,138959101,40.4637,-3.7492
1336,Spain,2017,Shakira,84592289,40.4637,-3.7492
1337,Spain,2017,Ozuna,82650878,40.4637,-3.7492
1338,Spain,2017,Luis Fonsi,76135182,40.4637,-3.7492
1339,Spain,2017,Maluma,76129328,40.4637,-3.7492
1340,Spain,2018,Ozuna,101872113,40.4637,-3.7492
1341,Spain,2018,Bad Bunny,93744906,40.4637,-3.7492
1342,Spain,2018,ROSALÍA,88351377,40.4637,-3.7492
1343,Spain,2018,Maluma,70682513,40.4637,-3.7492
1344,Spain,2018,Aitana,69928604,40.4637,-3.7492
1345,Spain,2019,Don Patricio,122844464,40.4637,-3.7492
1346,Spain,2019,Beret,115572250,40.4637,-3.7492
1347,Spain,2019,Paulo Londra,114781664,40.4637,-3.7492
1348,Spain,2019,Bad Bunny,110222968,40.4637,-3.7492
1349,Spain,2019,Ozuna,97011137,40.4637,-3.7492
1350,Spain,2020,Bad Bunny,206323182,40.4637,-3.7492
1351,Spain,2020,J Balvin,206114265,40.4637,-3.7492
1352,Spain,2020,Anuel AA,130242195,40.4637,-3.7492
1353,Spain,2020,Rauw Alejandro,106733921,40.4637,-3.7492
1354,Spain,2020,Myke Towers,94256570,40.4637,-3.7492
1355,Spain,2021,Rauw Alejandro,261305272,40.4637,-3.7492
1356,Spain,2021,Camilo,129697896,40.4637,-3.7492
1357,Spain,2021,Bad Bunny,120761887,40.4637,-3.7492
1358,Spain,2021,Myke Towers,113487617,40.4637,-3.7492
1359,Spain,2021,Sech,97466083,40.4637,-3.7492
1360,Sweden,2017,Ed Sheeran,213629590,60.1282,18.6435
1361,Sweden,2017,Zara Larsson,66130965,60.1282,18.6435
1362,Sweden,2017,Hov1,57170501,60.1282,18.6435
1363,Sweden,2017,Avicii,53580245,60.1282,18.6435
1364,Sweden,2017,Clean Bandit,52993216,60.1282,18.6435
1365,Sweden,2018,Avicii,108281038,60.1282,18.6435
1366,Sweden,2018,Hov1,98813149,60.1282,18.6435
1367,Sweden,2018,Post Malone,92914988,60.1282,18.6435
1368,Sweden,2018,Drake,70200172,60.1282,18.6435
1369,Sweden,2018,XXXTENTACION,68240272,60.1282,18.6435
1370,Sweden,2019,Molly Sandén,98685186,60.1282,18.6435
1371,Sweden,2019,Einár,94124441,60.1282,18.6435
1372,Sweden,2019,Billie Eilish,92495860,60.1282,18.6435
1373,Sweden,2019,Avicii,80367367,60.1282,18.6435
1374,Sweden,2019,Hov1,75006311,60.1282,18.6435
1375,Sweden,2020,Victor Leksell,133721111,60.1282,18.6435
1376,Sweden,2020,Yasin,84835544,60.1282,18.6435
1377,Sweden,2020,The Weeknd,80114688,60.1282,18.6435
1378,Sweden,2020,Miss Li,77183105,60.1282,18.6435
1379,Sweden,2020,Pop Smoke,47733593,60.1282,18.6435
1380,Sweden,2021,Hov1,87778353,60.1282,18.6435
1381,Sweden,2021,Newkid,61021673,60.1282,18.6435
1382,Sweden,2021,Victor Leksell,54628757,60.1282,18.6435
1383,Sweden,2021,Olivia Rodrigo,50406035,60.1282,18.6435
1384,Sweden,2021,Ed Sheeran,50203355,60.1282,18.6435
1385,Switzerland,2017,Ed Sheeran,28471397,46.8182,8.2275
1386,Switzerland,2017,Imagine Dragons,9288871,46.8182,8.2275
1387,Switzerland,2017,Clean Bandit,7383034,46.8182,8.2275
1388,Switzerland,2017,Luis Fonsi,6048366,46.8182,8.2275
1389,Switzerland,2017,Kendrick Lamar,5113788,46.8182,8.2275
1390,Switzerland,2018,XXXTENTACION,17270886,46.8182,8.2275
1391,Switzerland,2018,Drake,16143144,46.8182,8.2275
1392,Switzerland,2018,Capital Bra,14684785,46.8182,8.2275
1393,Switzerland,2018,Post Malone,12630066,46.8182,8.2275
1394,Switzerland,2018,Imagine Dragons,10532446,46.8182,8.2275
1395,Switzerland,2019,Billie Eilish,20051919,46.8182,8.2275
1396,Switzerland,2019,Capital Bra,17908916,46.8182,8.2275
1397,Switzerland,2019,Ed Sheeran,17587030,46.8182,8.2275
1398,Switzerland,2019,Post Malone,15431280,46.8182,8.2275
1399,Switzerland,2019,Ariana Grande,12115686,46.8182,8.2275
1400,Switzerland,2020,Pop Smoke,21132871,46.8182,8.2275
1401,Switzerland,2020,Apache 207,19268736,46.8182,8.2275
1402,Switzerland,2020,The Weeknd,16589426,46.8182,8.2275
1403,Switzerland,2020,Billie Eilish,15201703,46.8182,8.2275
1404,Switzerland,2020,Lewis Capaldi,14345807,46.8182,8.2275
1405,Switzerland,2021,Ed Sheeran,19045884,46.8182,8.2275
1406,Switzerland,2021,Olivia Rodrigo,16096589,46.8182,8.2275
1407,Switzerland,2021,Lil Nas X,15794101,46.8182,8.2275
1408,Switzerland,2021,The Weeknd,15612440,46.8182,8.2275
1409,Switzerland,2021,Måneskin,13287611,46.8182,8.2275
1410,Taiwan,2017,Ed Sheeran,20685110,23.6978,120.9605
1411,Taiwan,2017,JJ Lin,7398953,23.6978,120.9605
1412,Taiwan,2017,"The Chainsmokers, Coldplay",7300997,23.6978,120.9605
1413,Taiwan,2017,The Chainsmokers,7232472,23.6978,120.9605
1414,Taiwan,2017,Charlie Puth,7183254,23.6978,120.9605
1415,Taiwan,2018,A-Mei Chang,11115478,23.6978,120.9605
1416,Taiwan,2018,LaLa Hsu,9759358,23.6978,120.9605
1417,Taiwan,2018,JJ Lin,8227332,23.6978,120.9605
1418,Taiwan,2018,Ed Sheeran,7696665,23.6978,120.9605
1419,Taiwan,2018,G.E.M.,7247619,23.6978,120.9605
1420,Taiwan,2019,高爾宣 OSN,22004410,23.6978,120.9605
1421,Taiwan,2019,G.E.M.,21276289,23.6978,120.9605
1422,Taiwan,2019,Jolin Tsai,21117402,23.6978,120.9605
1423,Taiwan,2019,Ed Sheeran,19891860,23.6978,120.9605
1424,Taiwan,2019,Eric Chou,18673956,23.6978,120.9605
1425,Taiwan,2020,G.E.M.,43264710,23.6978,120.9605
1426,Taiwan,2020,E.SO,39977965,23.6978,120.9605
1427,Taiwan,2020,高爾宣 OSN,34098971,23.6978,120.9605
1428,Taiwan,2020,Eric Chou,27739312,23.6978,120.9605
1429,Taiwan,2020,BTS,17735015,23.6978,120.9605
1430,Taiwan,2021,告五人,30926697,23.6978,120.9605
1431,Taiwan,2021,Eric Chou,27146390,23.6978,120.9605
1432,Taiwan,2021,G.E.M.,23125035,23.6978,120.9605
1433,Taiwan,2021,EggPlantEgg,22814129,23.6978,120.9605
1434,Taiwan,2021,Justin Bieber,21553739,23.6978,120.9605
1435,Thailand,2017,Ed Sheeran,2520137,15.87,100.9925
1436,Thailand,2017,BTS,2353904,15.87,100.9925
1437,Thailand,2017,Taylor Swift,1489858,15.87,100.9925
1438,Thailand,2017,Room 39,1429304,15.87,100.9925
1439,Thailand,2017,Sam Smith,1303456,15.87,100.9925
1440,Thailand,2018,BLACKPINK,10959973,15.87,100.9925
1441,Thailand,2018,The Toys,10435943,15.87,100.9925
1442,Thailand,2018,Atom Chanakan,9248709,15.87,100.9925
1443,Thailand,2018,Room 39,6848253,15.87,100.9925
1444,Thailand,2018,Lipta,6310476,15.87,100.9925
1445,Thailand,2019,Polycat,26768263,15.87,100.9925
1446,Thailand,2019,BLACKPINK,22904113,15.87,100.9925
1447,Thailand,2019,WANYAi,19910331,15.87,100.9925
1448,Thailand,2019,Lipta,18831810,15.87,100.9925
1449,Thailand,2019,MEAN,15587098,15.87,100.9925
1450,Thailand,2020,Three Man Down,50245822,15.87,100.9925
1451,Thailand,2020,BOWKYLION,36477009,15.87,100.9925
1452,Thailand,2020,BLACKPINK,33426260,15.87,100.9925
1453,Thailand,2020,SCRUBB,28649067,15.87,100.9925
1454,Thailand,2020,WANYAi,27441902,15.87,100.9925
1455,Thailand,2021,Three Man Down,49409423,15.87,100.9925
1456,Thailand,2021,Ink Waruntorn,30508916,15.87,100.9925
1457,Thailand,2021,SERIOUS BACON,29174175,15.87,100.9925
1458,Thailand,2021,BTS,28665836,15.87,100.9925
1459,Thailand,2021,Billkin,26593923,15.87,100.9925
1460,Turkey,2017,Ezhel,25466252,38.9637,35.2433
1461,Turkey,2017,Ed Sheeran,25227671,38.9637,35.2433
1462,Turkey,2017,Manuş Baba,24671798,38.9637,35.2433
1463,Turkey,2017,Sezen Aksu,18808382,38.9637,35.2433
1464,Turkey,2017,Imagine Dragons,18315069,38.9637,35.2433
1465,Turkey,2018,Ezhel,98936781,38.9637,35.2433
1466,Turkey,2018,Yüzyüzeyken Konuşuruz,42258297,38.9637,35.2433
1467,Turkey,2018,EDIS,30802833,38.9637,35.2433
1468,Turkey,2018,Mabel Matiz,29199333,38.9637,35.2433
1469,Turkey,2018,Gazapizm,23450061,38.9637,35.2433
1470,Turkey,2019,Ben Fero,184184383,38.9637,35.2433
1471,Turkey,2019,Ezhel,143263088,38.9637,35.2433
1472,Turkey,2019,Yüzyüzeyken Konuşuruz,90495228,38.9637,35.2433
1473,Turkey,2019,Norm Ender,62273462,38.9637,35.2433
1474,Turkey,2019,Şehinşah,60283444,38.9637,35.2433
1475,Turkey,2020,"Murda, Ezhel",133929539,38.9637,35.2433
1476,Turkey,2020,Yüzyüzeyken Konuşuruz,105876107,38.9637,35.2433
1477,Turkey,2020,Gazapizm,86647764,38.9637,35.2433
1478,Turkey,2020,Ezhel,84975844,38.9637,35.2433
1479,Turkey,2020,Reynmen,77840360,38.9637,35.2433
1480,Turkey,2021,UZI,195793053,38.9637,35.2433
1481,Turkey,2021,Ezhel,115591125,38.9637,35.2433
1482,Turkey,2021,Madrigal,88406381,38.9637,35.2433
1483,Turkey,2021,Yüzyüzeyken Konuşuruz,85105632,38.9637,35.2433
1484,Turkey,2021,Sefo,80804057,38.9637,35.2433
1485,Ukraine,2020,kizaru,5667135,48.3794,31.1656
1486,Ukraine,2020,Max Korzh,3368646,48.3794,31.1656
1487,Ukraine,2020,SLAVA MARLOW,2959836,48.3794,31.1656
1488,Ukraine,2020,Miyagi & Andy Panda,2606200,48.3794,31.1656
1489,Ukraine,2020,Scriptonite,2439675,48.3794,31.1656
1490,Ukraine,2021,MORGENSHTERN,16604023,48.3794,31.1656
1491,Ukraine,2021,"Big Baby Tape, kizaru",14580286,48.3794,31.1656
1492,Ukraine,2021,Måneskin,9643660,48.3794,31.1656
1493,Ukraine,2021,Miyagi & Andy Panda,7494451,48.3794,31.1656
1494,Ukraine,2021,Scriptonite,6798891,48.3794,31.1656
1495,United Arab Emirates,2019,Post Malone,2195945,23.4241,53.8478
1496,United Arab Emirates,2019,Ed Sheeran,1929101,23.4241,53.8478
1497,United Arab Emirates,2019,Billie Eilish,1264848,23.4241,53.8478
1498,United Arab Emirates,2019,"Shawn Mendes, Camila Cabello",1175788,23.4241,53.8478
1499,United Arab Emirates,2019,Lil Nas X,1046361,23.4241,53.8478
1500,United Arab Emirates,2020,XXXTENTACION,3545363,23.4241,53.8478
1501,United Arab Emirates,2020,Travis Scott,3439385,23.4241,53.8478
1502,United Arab Emirates,2020,Juice WRLD,3334328,23.4241,53.8478
1503,United Arab Emirates,2020,The Weeknd,2948453,23.4241,53.8478
1504,United Arab Emirates,2020,Billie Eilish,2783242,23.4241,53.8478
1505,United Arab Emirates,2021,Olivia Rodrigo,6987021,23.4241,53.8478
1506,United Arab Emirates,2021,Doja Cat,5264927,23.4241,53.8478
1507,United Arab Emirates,2021,Justin Bieber,5146017,23.4241,53.8478
1508,United Arab Emirates,2021,Lil Nas X,5001603,23.4241,53.8478
1509,United Arab Emirates,2021,The Weeknd,4708721,23.4241,53.8478
1510,United Kingdom,2017,Ed Sheeran,695156175,55.3781,-3.436
1511,United Kingdom,2017,Drake,173830775,55.3781,-3.436
1512,United Kingdom,2017,Clean Bandit,111538225,55.3781,-3.436
1513,United Kingdom,2017,Little Mix,97067002,55.3781,-3.436
1514,United Kingdom,2017,DJ Khaled,97006646,55.3781,-3.436
1515,United Kingdom,2018,Drake,367890119,55.3781,-3.436
1516,United Kingdom,2018,Post Malone,289660608,55.3781,-3.436
1517,United Kingdom,2018,XXXTENTACION,193096465,55.3781,-3.436
1518,United Kingdom,2018,Ariana Grande,189254624,55.3781,-3.436
1519,United Kingdom,2018,George Ezra,148541597,55.3781,-3.436
1520,United Kingdom,2019,Ed Sheeran,334280102,55.3781,-3.436
1521,United Kingdom,2019,Lewis Capaldi,330917697,55.3781,-3.436
1522,United Kingdom,2019,Ariana Grande,280622420,55.3781,-3.436
1523,United Kingdom,2019,Billie Eilish,277605556,55.3781,-3.436
1524,United Kingdom,2019,Post Malone,267738394,55.3781,-3.436
1525,United Kingdom,2020,Juice WRLD,206818519,55.3781,-3.436
1526,United Kingdom,2020,Pop Smoke,190567919,55.3781,-3.436
1527,United Kingdom,2020,Lewis Capaldi,187005776,55.3781,-3.436
1528,United Kingdom,2020,Harry Styles,171679611,55.3781,-3.436
1529,United Kingdom,2020,Billie Eilish,171193767,55.3781,-3.436
1530,United Kingdom,2021,Olivia Rodrigo,353943147,55.3781,-3.436
1531,United Kingdom,2021,Ed Sheeran,198062163,55.3781,-3.436
1532,United Kingdom,2021,Doja Cat,167468551,55.3781,-3.436
1533,United Kingdom,2021,Adele,149845008,55.3781,-3.436
1534,United Kingdom,2021,Drake,148988406,55.3781,-3.436
1535,United States,2017,Kendrick Lamar,1132834065,37.0902,-95.7129
1536,United States,2017,Drake,773421630,37.0902,-95.7129
1537,United States,2017,Lil Uzi Vert,756277795,37.0902,-95.7129
1538,United States,2017,Ed Sheeran,711107331,37.0902,-95.7129
1539,United States,2017,Migos,628419061,37.0902,-95.7129
1540,United States,2018,Post Malone,1931113925,37.0902,-95.7129
1541,United States,2018,XXXTENTACION,1790548850,37.0902,-95.7129
1542,United States,2018,Drake,1774128417,37.0902,-95.7129
1543,United States,2018,Travis Scott,917010135,37.0902,-95.7129
1544,United States,2018,Juice WRLD,758940625,37.0902,-95.7129
1545,United States,2019,Post Malone,1690389416,37.0902,-95.7129
1546,United States,2019,Billie Eilish,1478164763,37.0902,-95.7129
1547,United States,2019,Ariana Grande,1164608830,37.0902,-95.7129
1548,United States,2019,Juice WRLD,1064940610,37.0902,-95.7129
1549,United States,2019,Khalid,776043116,37.0902,-95.7129
1550,United States,2020,Juice WRLD,1738954501,37.0902,-95.7129
1551,United States,2020,DaBaby,793567472,37.0902,-95.7129
1552,United States,2020,Lil Uzi Vert,783716364,37.0902,-95.7129
1553,United States,2020,Post Malone,683655595,37.0902,-95.7129
1554,United States,2020,Pop Smoke,678966586,37.0902,-95.7129
1555,United States,2021,Olivia Rodrigo,1571241675,37.0902,-95.7129
1556,United States,2021,Drake,1092411536,37.0902,-95.7129
1557,United States,2021,Doja Cat,902551085,37.0902,-95.7129
1558,United States,2021,Juice WRLD,837464297,37.0902,-95.7129
1559,United States,2021,Morgan Wallen,657669126,37.0902,-95.7129
1560,Uruguay,2017,Ozuna,6905947,-32.5228,-55.7658
1561,Uruguay,2017,Ed Sheeran,5655860,-32.5228,-55.7658
1562,Uruguay,2017,Maluma,4758150,-32.5228,-55.7658
1563,Uruguay,2017,Nicky Jam,4501132,-32.5228,-55.7658
1564,Uruguay,2017,Rombai,4209184,-32.5228,-55.7658
1565,Uruguay,2018,Ozuna,5809211,-32.5228,-55.7658
1566,Uruguay,2018,Paulo Londra,4850034,-32.5228,-55.7658
1567,Uruguay,2018,Maluma,4561396,-32.5228,-55.7658
1568,Uruguay,2018,Bad Bunny,4490548,-32.5228,-55.7658
1569,Uruguay,2018,Piso 21,3658850,-32.5228,-55.7658
1570,Uruguay,2019,Paulo Londra,12031294,-32.5228,-55.7658
1571,Uruguay,2019,Bad Bunny,5242488,-32.5228,-55.7658
1572,Uruguay,2019,Maluma,5090992,-32.5228,-55.7658
1573,Uruguay,2019,Duki,4184379,-32.5228,-55.7658
1574,Uruguay,2019,Ed Sheeran,4093503,-32.5228,-55.7658
1575,Uruguay,2020,J Balvin,9215833,-32.5228,-55.7658
1576,Uruguay,2020,Camilo,8941807,-32.5228,-55.7658
1577,Uruguay,2020,Bad Bunny,7264715,-32.5228,-55.7658
1578,Uruguay,2020,Maluma,6629690,-32.5228,-55.7658
1579,Uruguay,2020,Rauw Alejandro,5846291,-32.5228,-55.7658
1580,Uruguay,2021,Rauw Alejandro,8867092,-32.5228,-55.7658
1581,Uruguay,2021,Camilo,5238260,-32.5228,-55.7658
1582,Uruguay,2021,Maria Becerra,5106545,-32.5228,-55.7658
1583,Uruguay,2021,Boza,4839076,-32.5228,-55.7658
1584,Uruguay,2021,Olivia Rodrigo,4563005,-32.5228,-55.7658
1585,Vietnam,2018,Mỹ Tâm,5477539,14.0583,108.2772
1586,Vietnam,2018,BTS,4833347,14.0583,108.2772
1587,Vietnam,2018,Ed Sheeran,1617231,14.0583,108.2772
1588,Vietnam,2018,Ariana Grande,1392611,14.0583,108.2772
1589,Vietnam,2018,Bich Phuong,1268748,14.0583,108.2772
1590,Vietnam,2019,BTS,11647705,14.0583,108.2772
1591,Vietnam,2019,Ariana Grande,8900010,14.0583,108.2772
1592,Vietnam,2019,Billie Eilish,8339526,14.0583,108.2772
1593,Vietnam,2019,Taylor Swift,7953252,14.0583,108.2772
1594,Vietnam,2019,Hoang Thuy Linh,7631292,14.0583,108.2772
1595,Vietnam,2020,BTS,36269867,14.0583,108.2772
1596,Vietnam,2020,BLACKPINK,17806809,14.0583,108.2772
1597,Vietnam,2020,Chillies,17736512,14.0583,108.2772
1598,Vietnam,2020,Hoang Thuy Linh,13718566,14.0583,108.2772
1599,Vietnam,2020,RAP VIỆT,10854131,14.0583,108.2772
1600,Vietnam,2021,BTS,38611507,14.0583,108.2772
1601,Vietnam,2021,Sơn Tùng M-TP,29426505,14.0583,108.2772
1602,Vietnam,2021,Chillies,16824402,14.0583,108.2772
1603,Vietnam,2021,Vũ.,16185461,14.0583,108.2772
1604,Vietnam,2021,Hoang Dung,9545145,14.0583,108.2772
